hex_values,target_values
b'909300008093000090930000809300008ae090e000c0209100003091000037e020e0019701f0e0910000f091000020813181232b01f4342f252f019701f43093',avr
b'ffd55adb5100000009fffffff7fffffff7fffffff7fffffff7fffffff7fffffff700001239000000000c01001f63e602800000ffff241f4e5e4e754e56000042',m68k
b'0080930000809100009091000090930000809300008091000090910000909300008093000087ef9fef9093000080930000809100009091000090930000809300',avr
b'5f3f4f820f931f029620e030e0e82ff92f3183208389819a8101969a83898389819a81039704f080910000909100002b813c81e82ff92f318320838091000090',avr
b'ff9f2000007d242201e243000083b0a2fd4140010040e4ffffffc3e6fb5f2400007d24bcda4220000043b01c007f2000005d24000062b003007f2000005d2400',alphaev56
b'a20de112cca774000b5840d09ea738002ca728002c5810d09a0de15810d096d4031000d0925810d08ea7280000432010035840f0a0986ff08007f40707000000',s390
b'dd224f4fd40b4d09004fda4fdc50d90b4a03644fd150d2022c226312661157622371132263126611576223711322631266115762237113226312661157622371',sh4
b'3221265222210dd400e50dd00b4000e600e01c7f264f0b000900090000000000040000000000000000000000f8ff000017e6ce5a0000000085e899c200000000',sh4
b'00000000007000448d0b8e0a8f09460ec001024ecfcecd0e60001000a7380000a74800005820d05a5810d0560de1a72800005840f09898dff09407f407070000',s390
b'611e6104a00900e361f8711c8403615a410df11df15a00087ee36f264ff66e0b00090000000000e62f224ff87ff36e43635362e361f87133601c80e361f87123',sh4
b'8244000041b00504ff471500e0c30104a44061052140010423400104214000005d240000422001042240000021302100e17300005d24000022b0033060400100',alphaev56
b'4338a0e130209fe5003082e5b230d1e10338a0e14338a0e1003082e50020a0e30030a0e314009fe5feffffeb0000a0e31040bde81eff2fe10000000000000000',arm
b'b0c0234220000041b000005d24000061b000001022000061b00000422802f05f44000041b06f225f20000041b0000081b01f04ff4700405b6b0000ba2700005e',alphaev56
b'00c000c627bff8073a8d028610e237c627bffc07000000c600e00007000000c800e000c60100008618e001c62100008807bffc07000000c600e00005000000c8',sparc
b'000081b0000061b0000061b01f04ff47000061b000007d24000063a00300e343000061b0000001b1000081b01f04ff470000872c0300622cc4048248430d6248',alphaev56
b'53a522fffffffbb08d29ff37a9f46bede3d103590c000000000e445203ffbfbc3364c4281e2356000000090e445203ffbfbc3364c4281e2356000000091d9a4a',m68k
b'ffffff0fb7150000000066890d00000000498b0083ea018b006689150000000035e806000039f00f8df4010000488b050000000066830500000000018b0889c8',x86_64
b'53609b2116dc122b01c922618261326b1821ffe11a61626913301ed029040b40bf650188048f06392901192ba3afb22ca26101e519d11261522118d1c22196af',sh4
b'3c040040ac2000a0141c00bfafffff0524040045ac0000023c2000468c0000023c000046ac0800848c21300000000044ac0400648c21380000000044ac080068',mipsel
b'00a809c02000a809c02000a809c02000a809c02000a809c02000a809c02000a809c02000a809c02000a809c02000a809c02000a809810000c02000a8097cebc0',xtensa
b'00e517d100e6722216d7322172671151722215d715d47267722232221222ffe1122200e1122201e1122211d112840c6313840c6778600b2314840c6028400b23',sh4
b'45fc0fb745fcf7d85dc3554889e589fa89f0668955fc668945f80fb755fc0fb745f801d05dc3554889e589fa89f0668955fc668945f80fb745fc662b45f85dc3',x86_64
b'3d200000814900003d2000008129000081090000813f000830e9ffff7d2749105529063e7d094838912a00003d200000812900005529063e7d234b78397f0030',powerpc
b'002fb058002fa4000041a058002fa4000041b000003d24000021a0013020400200e14300003d24000041b010012fa00130204010012fb010012fa0adfe3fec10',alphaev56
b'2018002fb400003d24000021a0213120400200e14300003d24000041b000003d24000021a0d8ff3ff838002fa438004fa4000042a00200e2430304e24720004f',alphaev56
b'9121000c81090008894900013d40000088e9000180c9001090ea000038e00000910a00003900ffe88089001c80a9000c9109000490aa000038a0000090ca0000',powerpc
b'00008081918191838083809100009091000090930000809300008091000090910000909300008093000080910000909100009093000080930000809100009091',avr
b'0c7f264f0b000900d30030000000340000002c0000002801000008000000862f224ffc7f0ed10ed00b401264036401e8822f00e500e60bd00b4000e7822f00e4',sh4
b'0024040002ac460000ac440000ac400000ac4500008ce400543c070000ac4400008d08005090e7004c24040001ac480000ac460000ac470000ac440000ac4900',mips
b'89c1d3fa89d0eb040fb745fc5dc3554889e5897dfc8b45fcf7d85dc3554889e5897dfc8975f88b55fc8b45f801d05dc3554889e5897dfc8975f88b45fc2b45f8',x86_64
b'7cc903a691090014390000004240001089090008390000014200fff82f880000394affea409e004c3949001491490018394000169149001c814900203909001c',powerpc
b'00a2ad000082ad000062ad000042ad000022ad000002ad0000e2ac000066ac000064ac000065ac0000043c1400848c21380000000064ac0000043c1000848c00',mipsel
b'66fffcac46000054a3fff88c6600003402bd2eac820000240261e0ac82000024020004ac820000ac8200003c04000027bdffe00000382100003021afbf001c0c',mips
b'00001c000000000000008f0000000002560e10780e0800e90000008b104883c0088915000000008b50fc483d0000000089150000000075e34883ec088b050000',x86_64
b'2cd41f550b4209000362e361c8711e511732018b3da00900e361c8711f5115411189e361c8711e5115410c8be361c8711ed220d41e550b4209000362e361c871',sh4
b'd2226222210b40090000e0047f264ff66ef66df66cf66bf66af6690b00f6682c1243d20900140000000c0000002800000024000000100000000c0000001c0000',sh4
b'ffc02000981ac020009808c020009808c90b1b99c020009908c020009808a639df46f1ffc02000b80a9100000c02c02000b909c02000b81aa29d00c02000b909',xtensa
b'0504f4809100009091000061e070e0411100c060e070e021e0c617d70704f420e0992700c0880f991f2a9502f499278c1b9109909300008093000080e090e0df',avr
b'00b908c020009908c02000a9080c6ac02000a908c02000a908c02000a908c020009908c020009908c020009908910000c10000c020009908a100008100000c02',xtensa
b'000009000000f8276000c8012000c8010000c820e000c20060000310b41b82106202c220a000c400a00003000000c4206000c400e000c42060000500002f8410',sparc
b'43000827bdffe0306300ffafbf001cac8300003c040000904300088c8300040000382130630001ac830004904400083c020000308400ffac4400003c0400008c',mips
b'92080180ba01009911b0a920920802809911a09920a20803909a20c02000990ca2080492080580ba01009911b0a920920806809911a09920a20807909a20c020',xtensa
b'00430e10500e00001800000030000000000000005c00000000430e10419a0252da0e00001000de230180fa6b0000bb270000bd23f0ffde2300005eb700007da7',alphaev56
b'1c7bf06847dfa86847dfa82000c80bc02000c908c02000b81bc02000b908c02000a80ac02000a908c020009908910000c020009809c020009908910000c02000',xtensa
b'900f900f900f90df91cf911f910895cf93df93cdb7deb7df91cf9108952f923f924f925f926f927f928f929f92af92bf92cf92df92ef92ff920f931f93cf93df',avr
b'81880014918a00003980ffff912a000039207e78900a0000b1880008916a000090ea0000908a0000912a00004cc6318248000001800100143860000038210010',powerpc
b'60e0000057e158309fb558309fa5060053e10200002a000054e30700001a040000ea38309fe50c2093e5005082e5100093e5060000ea064084e2010000ea0000',arm
b'220f331f820f931f880f991f880f991f892b01f400c0e0910000f0910000208131818de190e0409100005091000041e050e060910000709100006d337f4e01f0',avr
b'8228050062282317614803048344000061b00600622803f07f44000061b00700422802f05f44000041b0bdff5f20000041b00000c1b00000a1b01f04ff470040',alphaev56
b'10201dc2074000c026c00082007fffc227400088813fff8217200112bfffe7b810000180a620002280000d0500000088380018b0063fff80a63fff12bfffdef0',sparc
b'1d983f2001006144000022b000003d24000021a4040040e60204ff472200e0c3013020400100e0c30104ff47fcff3fec0304ff470900e0c3023040400100e0c3',alphaev56
b'd220610cd102212062222107d221622d62222161e2222108d400e508d00b4000e600e0264f0b0009000000000004000000020000000000000000000000000000',sh4
b'a18600000028071df03661007d01290739172817f6c21b7cf32817000240303091280727330c380728170012400023a146000028071df000003661007d012907',xtensa
b'07000000c020e0000500000009000000c208a000c801200082200001c801000083286018fa01000083386018b92860038207000182200001820f4001c2210000',sparc
b'91000624e5ff0424211000002b180200ffff42240418660001000835fbff44140100a530ffffe724f7ffe0140000093cf6ff0a2400000d3c00002aad0c00a3ad',mipsel
b'd88260322268d268d822845bd0122802e1112002e866d262602261022fff711222a1515784f2600188968b7262a3912c6338312f621f612b622c411821018957',sh4
b'c1660f2e05000000000f97c083f00184c0740cf20f1045f8f20f5e45f0eb05f20f1045f85dc3554889e5f30f1145fcf30f1005000000000f2e45fc0f93c083f0',x86_64
b'087083e504709de5010058e3001087e510b0a0e3a4129fe5088082e57e0000ca0b208de0881082e0b42051e1e3ffffea2c209ee5081093e5004082e52c209ee5',arm
b'31d2488b0500000000448b050000000085c90f94c28d823d00ffff8b1500000000f7d021c84439c0488b05000000000f9dc183f6010fb6f9893d000000008338',x86_64
b'00005ea70800fea52000de230180fa6b0000bb270000bd23e0ffde2300005eb70800feb50f04fe470204f0470104f14710004fb014002fb014002fa0110020e4',alphaev56
b'0780fa8b488b15000000000f94c1330d0000000089050000000066c70500000000000031f64531d248c702000000008b1500000000890d0000000066448b1d00',x86_64
b'38d432212ed33263322137d33263322107e392219221922132217221322140e39221922192213221e26323d73221e1533221e25332212dd3e685326302217184',sh4
b'0fd1322122210ed222212221222122210dd2226222210cd22262222101e222210b40090000e0264f0b0009000900100000000c00000000000000000000000000',sh4
b'ffffffffffffffffffffffffffff00000000000000000000000027e8bc2927e8bc2927e8bc2927e8bc2900000005ffffffff00000005ffffffff5cbd94544696',powerpc
b'488b45f8482b45f05dc3554889e548897df8488975f0488b45f8480faf45f05dc3554889e548897df8488975f048837df0007412488b45f8ba0000000048f775',x86_64
b'c2000c706210023042ffff03c0e8218fbe000427bd000803e000080000000027bdfff8afbe000403a0f0210080182100a01021a7c30008a7c2000c97c2000c10',mips
b'1010005810d1f658101000a7180001171c18915490d20689900005a7f400065810d216581010005810d21a58201000a72affff502010005810d21a58101000a7',s390
b'509300004093000001968330910501f480910000909100009093000080930000822f90e090930000809300001f921f921f921f921f921f921f921f9280e090e0',avr
b'1f770e8b45f88b55fc89c1d3ea89d0eb038b45fc5dc3554889e548897df8488b45f848f7d85dc3554889e548897df8488975f0488b55f8488b45f04801d05dc3',x86_64
b'3ffbc4284000c2066000c02f6000f823a04094102001921020019010001b7fffffa70100000000000001921020017fffffb79010001cc20f6000820060018410',sparc
b'109200001092000010920000109200001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e00895',avr
b'850362ffe110321589e361e8711e850362e361e8711c8503630ed7236433650b470900036737071a012363183333611f6104a00900e361e8711e8503615a410d',sh4
b'4883c4105bc34883ec08e84efeffff8b05000000008905000000008b050000000089050000000041b800000000eb414863f04863d14963f8488d3c7f4801fe48',x86_64
b'0265f5ff210000a902280a1df000003641000c04310000424300c6190000003100003803303f313030748043113714100c0a65fbff3d0a41000048042904c602',xtensa
b'10d146a72400151211a7440011a71e0001a7840009a7380017a72800001d21a7f40007a7280000a7f400031b211552a7a400025810d156a72800165020100458',s390
b'0122cfcecdcccbca0e60000000fffa5820d14a5840d146a7a800005800200058002000580040005810d14250a0500458a0500858a0c00058c0c00050c0100058',s390
b'e5000081e5100093e5042083e5000081e5140093e554e09fe5000081e5083093e54c609fe54c509fe5003081e548009fe5002081e50030a0e30020a0e3006081',arm
b'ffa7840006a7680001a7f40004a7680000183b89300010a7580035a74800098a300010a72800015810d1360de15810d1325020f064d7031000f064a7f4000b58',s390
b'01286200021440fffb00001021248400011880fffb000018213c0200001000000c24420024308400ff2484002600e4102b384200013c0400008c83002c006210',mips
b'00321200803323210000c020003902310000c020003902c0200039023100003803c0200039023100003803c0200039023100004803c0200049023813c0200032',xtensa
b'00028d030022910000063c01004224ff004230030022a10000023c38004b8c3000c28caedd033cf0ffbd270000053cfebd633400000a3c010007240100422418',mipsel
b'0008600cf22e54000008f22e542300104e5e4e754e560000f22e54180010f2005cb2f2000438f240001444000a0000014a006658f22e54800010f2005c0ff200',m68k
b'601401004224e0ffbd271c00bfaf0000023c4800448c000000000a0085280100a5380000000c000000000000033c0000628c0000000001004234000062ac0000',mipsel
b'6ee363047342235113e363cc736d13e363cc733d561fe33636018b50a00900e363cc733d533366e0761146068bffe56b6353613d4100e211a00900ffe663655c',sh4
b'1a58101004a73800ff14315810d41a9845b0809045f0601853983410005810d4160de1181219c1a78400519200b0a74110b0d0a71affbc5010b0a05810d41258',s390
b'e000080000000027bdfff8afbe000403a0f0210080182100a01021a3c30008a3c2000c83c2000c104000130000000083c300082402ff80146200050000000083',mips
b'e98a948092822f0142801039000000002f0070004600c0b9000000002f002079000000002f104e93700180b9000000004fef00205fc049c04480b1b900000000',m68k
b'08c100007cfbc02000b908c02000d80cc02000d908c02000c81cd10000c02000c908c02000a80ab90d2919c02000a908a10000910000b80aa81ac02000b908c0',xtensa
b'600000000000002c00000fd4000000000000007000468b0d8c0c8d0b8e0a8f09440ed001420d0b0248cfcecdcccb0c0f600000000000002c0000100400000000',s390
b'003f821063f9c22080000300000082106000c6106002fa1060048928e010872f60108730e0108610c004c6208000c20860068328601883386018b01020009210',sparc
b'10005840200c5040100058402010504010005820201450201000583030005820d1ce503010005850d1caa73800005030100058c0d1c658202000a70800015020',s390
b'e343000061b000004220040042a00200e243000041b0f7ff5f20000041b001005f20000041b0000041b001007f2423f16040000061b000007d24000063a00000',alphaev56
b'00000021d03b45c80f9cc00fb6c04139c50f95c00fb6f08b05000000000fb7c04489e189da89c7e83b01000089c7e84100000089c7e82e0000000fb6d08b0500',x86_64
b'00838c0000043c000043acd859033c1dda6334213000002138000000008424000043ac0000000c000000001c00bf8f211000000800e0032000bd270000063c00',mipsel
b'002cd57b23322b1a015363183601e1633121512906692112250be126d0104132660266fb8fa22624d3ff7724d5326120d3a22123d1511812613263702901e332',sh4
b'0003841020018410200080a0c0023680001d030000008416e000c400a01480a0a0001280001782007fff80a07fe612bffff0010000001080001303000000b928',sparc
b'201be5000052e30c0000ba18201be51f0052e3090000ca14204be2060092e818001be520e060e220c040e23130a0e1123e83e1323c83e13240a0e1010000ea14',arm
b'0000043c000045ac06000524000045ac01000824feff0524213000002138000000008424000045ac000048ac000048ac00004aac000049ac000043ac0000000c',mipsel
b'f92fee0fff1fe050f04020813181309300002093000001968330910504f0809100009091000090930000809300001f921f921f921f921f921f921f921f9280e0',avr
b'0948c7c0fbffffffeb0748c7c0faffffff4839f80f9ec00fb6c039c30f94c00fb6c039c30f94c00fb6c039c30f9ec00fb6c039c3745b8b050000000039c50f96',x86_64
b'0052e3f5ffff1a24c08ce26c005ce30200000a0c308ee00020a0e3efffffea70309fe50220e0e3002083e560209fe5981092e5001083e59c1092e5001083e5a0',arm
b'374000fa00c000c4374000fa00c00082807fff12bffffac4374000821f2000c826000080a0000182102000ba4020008220401dc221000082067fff808860ff12',sparc
b'000872004601c081222eff8474004602c2824c4108012040202e0008200032402039000000004a806722202e0008200072019200100149c0222e0008220149c1',m68k
b'4900003d200000914900003d400000814a00009149000039400000614affff9149000039400047914900003d400000394a0000814a0004914900003940000061',powerpc
b'e0c322f6214900003d240000212041044140000001a20a00f0431000f0731000f04301003f201904ff471804e14700007da70040fb6a18f07f47180438451800',alphaev56
b'0038c0000091090000890a0024910900003d0032fb6108b45d910900003d00000089080000910900004cc63182480000018001001438600000382100107c0803',powerpc
b'001301000000c207a04880a0601f1480000f01000000031fffff841063ffc207a04885388001c207a04480a080010680000701000000c407a044c207a0488328',sparc
b'000031006010ff00423030002015040002a10000033c040062240c00479400000000040067a40e00439002000724020043a0090003240000023c280043a01c00',mipsel
b'00e081e5006081e5005081e500c081e5feffffeb0400a0e1f041bde81eff2fe100000000a63287b8b1e80000900ace65000000002bb7ffff9ce8886d00000000',arm
b'ba270000bd2300005d24000022200000612c0700812cc3066148410f8148010461440404ff470404e147000022200800412c0f00612c08002120c2064148410f',alphaev56
b'0000002000000030000000000000005400448d0b8e0a8f09460ec00174cfcecd0e6000000de1a72800005840f09898dff09407f4000000000000000000000000',s390
b'ad08000c240000498c00006cad09000b240000488c00004bad0a000a240000478c00002aad0000103c0b0009240000458c0c0000a6000009ad0c0008240000e8',mipsel
b'd162213156622100e6325332212262222111e222210dd27221226222210cd222210cd222210b40090000e0264f0b000900180000000000000014000000000000',sh4
b'00023c0800e0031400422406000010212000002110000003004328feff60140100422401008424faff80180000023c3c0042800800e003000000002110800001',mipsel
b'63ecdcac4300003c0300009063001d00031e0000031e03ac4300003c0300009063001c306300ffac430000ac40000010000008000010213c0300002463004800',mips
b'023c000043ac0000023c0000438c0000000003006228f9ff401401006324ffff63240139023cf0974234251062000000033c0800e003000062ace0ffbd271c00',mipsel
b'00c68c1400b3af1000a3a3ffffa530fcff0424050002990000000c0000133c000082ae01000224600063829a00a211070002244c006330020040141a0062000d',mipsel
b'd100ea715b12693bdc3ddd0ea0be6e3cd662611262f36104711032ffe11a6271512b2111176261eaaf0900c662282201e20a300b222b61a7312c6629086364eb',sh4
b'c820e000b810200107000000f820e000821ec00180a000018260a000832860188338601886103fc48620c00137000000f206e000033fffe582106158821e4001',sparc
b'80e9002490ea000080e9001c90ea000080e9002890ea00008129002c912a0000910a00004cc63182480000018001001438600000382100107c0803a64e800020',powerpc
b'0083c101eb05b90000000083f9027ecd83c701eb05bf0000000083ff027ee74183c0014183f8017eec8b0500000000890500000000c70500000000e70000008b',x86_64
b'0008222e000c2f2e00142f2e00102f012f004eb9000000004fef001020402241200822096008202e0008222e000c20402241200822094e5e4e754e560000202e',m68k
b'126112611821028901e101a0090000e1e362dc722f52233129011c61136214d112611032ffe11a611c611362e361dc711e51236618366361e362dc722d522262',sh4
